主族群,細分產品,國家,排名,代碼,公司,產業地位
功率半導體,綜合電機(含功率半導體事業),日,47,6503,三菱電,綜合電機集團，內含IGBT功率半導體事業部
PCB/CCL,玻璃纖維(PCB材料),日,48,3110,日東紡,PCB玻纖材料廠
傳統產業,重工業,日,49,7013,ＩＨＩ,IHI
傳統消費,食品,日,50,2802,味の素,味之素食品集團
PCB/CCL,IC載板絕緣材料(ABF),日,50,2802,味の素,ABF載板材料獨家供應商
金融,保險,日,51,8725,ＭＳ＆ＡＤ,ＭＳ＆ＡＤ保險
半導體設備,CMP設備/泵,日,52,6361,荏原,半導體研磨設備/泵廠
商社,綜合商社,日,53,8002,丸紅,丸紅
汽車,汽車整車,日,54,7269,スズキ,Suzuki
不動產,不動產開發,日,55,8801,三井不,不動產開發商
IT/系統整合,通訊/IT系統,日,57,6701,ＮＥＣ,NEC
汽車,汽車整車,日,58,7267,ホンダ,Honda
電信,電信運營商,日,60,9433,ＫＤＤＩ,KDDI
IC設計,ASIC設計服務,日,61,6526,ソシオネクス,ASIC設計服務廠
電池/儲能,電池正極材料(銅/鎳),日,62,5713,住友鉱,電池材料供應商
半導體材料,陶瓷封裝/電子元件,日,63,6971,京セラ,Kyocera陶瓷+半導體封裝
CPO/光通訊,雷射技術(量子點雷射),日,64,6613,ＱＤレーザ,QD Laser量子點雷射
傳統產業,工業陶瓷/絕緣材料,日,66,5333,ＮＧＫ,工業陶瓷大廠
商社,綜合商社,日,67,8001,伊藤忠,伊藤忠商事
PCB/CCL,PCB,日,68,6787,メイコー,PCB大廠
公用事業,電力,日,70,9501,東電ＨＤ,電力公司
生技醫藥,製藥,日,72,4502,武田,武田藥品
機器人/自動化,馬達,日,75,6479,ミネベア,Minebea馬達/精密零件大廠
品牌3C,影像/事務機,日,76,7751,キヤノン,Canon
不動產,不動產開發,日,78,8802,菱地所,不動產開發商
能源,石油天然氣,日,79,1605,ＩＮＰＥＸ,石油天然氣開發公司
電池/儲能,電池/海底電纜,日,80,485,ＰｏｗｅｒＸ,PowerX電池/海纜新創
IT/系統整合,IT系統/電子,日,81,6702,富士通,Fujitsu
機器人/自動化,氣動元件,日,82,6273,ＳＭＣ,工廠自動化氣動元件大廠
半導體材料,光阻材料,日,84,4901,富士フイルム,半導體光阻材料+影像
商社,綜合商社,日,85,8053,住友商,住友商事
金融,綜合租賃金融,日,86,8591,オリックス,Orix綜合金融租賃
半導體材料,矽材料/真空密封元件,日,87,6890,フェローテク,半導體矽材料廠
航運,航運,日,88,9101,郵船,航運公司
電信,電信運營商,日,89,9434,ＳＢ,SoftBank Corp
金融,證券,日,90,8604,野村,野村證券
生技醫藥,製藥,日,91,4519,中外薬,中外製藥
金融,保險,日,92,8750,第一ライフ,第一生命
商社,綜合商社,日,93,8015,豊田通商,豐田通商
金融,銀行,日,94,8308,りそなＨＤ,りそな控股
機器人/自動化,馬達(含EV馬達),日,95,6594,ニデック,Nidec馬達大廠
機器人/自動化,物流自動化設備,日,97,6383,ダイフク,物流自動化設備廠
汽車,輪胎,日,98,5108,ブリヂストン,Bridgestone全球輪胎龍頭
航運,航運,日,99,9104,商船三井,航運公司
公用事業,電力,日,100,9502,中部電,電力公司
功率半導體,功率半導體(IGBT),日,101,6504,富士電機,功率半導體(IGBT)主力廠商之一
生技醫藥,製藥,日,102,4503,アステラス,Astellas
金融,證券/網路金融,日,104,8473,ＳＢＩ,ＳＢＩ控股
汽車,汽車整車,日,105,7201,日産自,Nissan
金融,保險,日,106,8630,ＳＯＭＰＯ,ＳＯＭＰＯ保險
傳統產業,營建,日,108,1801,大成建,營建公司
AI/軟體服務,資料分析,日,109,3905,データセク,Data Section資料分析
汽車,車用電子零件,日,110,6902,デンソー,Denso車用零件/半導體大廠
傳統消費,零售,日,112,7453,良品計画,MUJI無印良品
不動產,不動產開發,日,113,8830,住友不,不動產開發商
機器人/自動化,精密減速機,日,114,6324,ハーモニック,機器人核心減速機廠
生技醫藥,醫療器材,日,117,4543,テルモ,Terumo醫材
半導體設備,自動化設備,日,118,6227,ＡＩメカ,半導體/電池自動化設備廠
傳統消費,飲料,日,119,2502,アサヒ,朝日飲料
航運,航運,日,120,9107,川崎汽,航運公司
金融,保險,日,121,8729,ソニーＦＧ,保險
半導體設備,X射線分析設備,日,122,268,リガクＨＤ,Rigaku分析設備
傳統產業,鐵路,日,123,9022,ＪＲ東海,鐵路公司
網路服務,電商/網路服務,日,124,4755,楽天グループ,樂天集團
半導體設備,半導體/面板製程設備,日,125,6590,芝浦,半導體製程設備廠
生技醫藥,製藥,日,126,4568,第一三共,第一三共
遊戲/娛樂,主題樂園,日,127,4661,ＯＬＣ,東京迪士尼經營公司
傳統產業,營建,日,131,1802,大林組,營建公司
半導體材料,陶瓷封裝基板,日,132,5344,ＭＡＲＵＷＡ,半導體陶瓷封裝基板/被動元件材料廠
半導體材料,光阻材料,日,133,4186,東応化,半導體光阻材料龍頭
傳統消費,飲料,日,134,2503,キリンＨＤ,麒麟飲料
CPO/光通訊,光半導體元件,日,135,6965,ホトニクス,光感測/光半導體元件廠
傳統產業,保全服務,日,136,9735,セコム,Secom保全
IT/系統整合,IT顧問/系統整合,日,138,4307,野村総研,野村總研
機器人/自動化,自動化控制/感測器,日,139,6645,オムロン,工廠自動化控制大廠
半導體材料,陶瓷封裝材料,日,140,5334,特殊陶,陶瓷封裝材料廠(原NGK Spark Plug)
封測(OSAT/測試),封裝設備(壓模機),日,141,6315,ＴＯＷＡ,半導體封裝壓模設備廠
傳統消費,零售,日,142,3382,セブン＆アイ,Seven&I控股
傳統產業,鐵路,日,143,9024,西武ＨＤ,鐵路公司
傳統產業,農機/建機,日,144,6326,クボタ,Kubota
傳統產業,營建/住宅,日,147,1925,大和ハウス,住宅建設公司
傳統產業,營建/住宅,日,148,1928,積水ハウス,住宅建設公司
傳統產業,營建,日,151,1812,鹿島,營建公司
半導體設備,測試/量測儀器,日,152,6754,アンリツ,電子測試量測儀器廠
遊戲/娛樂,遊戲軟體,日,154,9697,カプコン,Capcom
傳統消費,百貨零售,日,155,8233,高島屋,高島屋百貨
傳統消費,家具零售,日,156,9843,ニトリＨＤ,Nitori
公用事業,燃氣,日,157,9531,東ガス,燃氣公司
傳統消費,零售,日,158,8267,イオン,Aeon
半導體設備,真空鍵設備,日,160,6728,アルバック,半導體/面板真空蒸鍍設備廠
公用事業,電力,日,162,9503,関西電,電力公司
金融,銀行,日,164,7173,東京きらぼし,銀行
能源,石油,日,165,5020,ＥＮＥＯＳ,石油公司
生技醫藥,醫療內視鏡設備,日,167,7733,オリンパス,Olympus醫材
傳統消費,化妝品,日,168,4911,資生堂,資生堂
傳統消費,百貨零售,日,169,3099,三越伊勢丹,三越伊勢丹百貨
金融,保險,日,170,8795,Ｔ＆Ｄ,保險
連接器,連接器,日,171,6806,ヒロセ電,連接器大廠
汽車,汽車整車,日,172,7270,ＳＵＢＡＲＵ,SUBARU
傳統消費,食品,日,178,2875,東洋水,食品公司
遊戲/娛樂,遊戲軟體,日,179,9766,コナミＧ,Konami
IT/系統整合,軟體,日,181,4716,日本オラクル,日本Oracle
半導體設備,晶圓搬送設備,日,182,6323,ローツェ,半導體晶圓搬送設備廠
汽車,車用精密齒輪零件,日,184,7220,武蔵精密,車用零件廠
IT/系統整合,IT系統整合,日,186,4768,大塚商会,大塚商會
生技醫藥,製藥,日,187,4507,塩野義,Shionogi
傳統產業,鐵路,日,188,9020,ＪＲ東日本,鐵路公司
被動元件,電解電容,日,189,6997,日ケミコン,電解電容大廠
半導體材料,光罩基板材料,日,191,6855,電子材料,半導體光罩基板材料廠
傳統消費,百貨零售,日,193,3086,Ｊフロント,百貨公司
生技醫藥,製藥,日,194,4523,エーザイ,Eisai
汽車,輪胎,日,195,5101,浜ゴム,住友橡膠輪胎廠
半導體設備,壓合設備,日,197,6327,北川精機,半導體/面板壓合設備廠
汽車,車用零件,日,199,7259,アイシン,Aisin變速箱大廠
封測(OSAT/測試),測試/精密量測設備,日,200,7729,東京精,半導體測試設備/精密測量設備廠
傳統產業,鐵路,日,201,9021,ＪＲ西日本,鐵路公司
IT/系統整合,軟體/ERP,日,203,4684,オービック,Obic軟體
傳統產業,電力工程,日,206,1944,きんでん,電力工程公司
汽車,汽車整車,日,210,7261,マツダ,Mazda
CPO/光通訊,石英振盪器,日,211,6779,日電波,石英元件廠
